"wp_order_id","device_type","source_type","utm_source","utm_medium","utm_content","referrer","landing_page","session_count","session_pages","ip_address","user_agent"
"857921","Mobile","referral","l.facebook.com","referral","/","https://l.facebook.com/","https://www.ambilet.ro/bilete/cargo-music-for-autism-doors-constanta-781426/?fbclid=IwY2xjawREHMtleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7WkpgoJNJAFBfjNIZ5J55RWXkScY59q6SjnZB87AqbEauqPmS0WUS5XGiIxw_aem_kk0MA3lmQRNN2War3PSCCg","1","2","2a04:2414:b02:4600:8189:f99a:74f3:a8c5","Mozilla/5.0 (Linux; Android 16; SM-A556B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"857924","Mobile","utm","fb","paid","120245007453970131","http://m.facebook.com/","https://www.ambilet.ro/bilete/noi-vrem-sa-fim-trimbulinzi-baia-mare-849592/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasyW5ZX0ANzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR5q4if_M9m8vwR962BeBsSNlfMXnjBz640Dd1-qsEYXQO5kazk4FX9BCb4D9A_aem_aiMWqyT-TkWkBa8l3d4SXw&utm_medium=paid&utm_source=fb&utm_id=120245007452840131&utm_content=120245007453970131&utm_term=120245007453230131&utm_campaign=120245007452840131","2","9","178.138.194.170","Mozilla/5.0 (Linux; Android 14; SM-A346B Build/UP1A.231005.007) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"857928","Mobile","referral","lm.facebook.com","referral","/","https://lm.facebook.com/","https://www.ambilet.ro/bilete/doomnezeu-rockstadt-842860/?fbclid=IwY2xjawREIThleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR6pXzSW-aEmZD0Tdd0Uq5yD4ppm41ouqxt3Z-1B0q0s5lpccWatUZ1RXi3-cg_aem_R1E0TLhqCDSHg4WujP6ZyQ","32","3","134.238.67.185","Mozilla/5.0 (Linux; Android 13; SM-G780G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"857946","Mobile","referral","lm.facebook.com","referral","/","https://lm.facebook.com/","https://www.ambilet.ro/bilete/doomnezeu-rockstadt-842860/?fbclid=IwY2xjawREIThleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR6pXzSW-aEmZD0Tdd0Uq5yD4ppm41ouqxt3Z-1B0q0s5lpccWatUZ1RXi3-cg_aem_R1E0TLhqCDSHg4WujP6ZyQ","32","9","134.238.67.185","Mozilla/5.0 (Linux; Android 13; SM-G780G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"857948","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","4","82.77.58.68","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"857952","Mobile","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/noi-vrem-sa-fim-trimbulinzi-oradea-849606/","1","3","2a02:2f08:e904:7b00:e215:842e:ec44:7fe","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"857955","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","3","5.14.159.1","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"857960","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","11","82.77.58.68","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"857962","Mobile","referral","lm.facebook.com","referral","/","https://lm.facebook.com/","https://www.ambilet.ro/bilete/metal-legends-summer-night-olommadar-851505/?fbclid=IwY2xjawREK7NleHRuA2FlbQMxMDAAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEeSDGxiwpOSbMPEobDf0prz5FOIuNOKsnSuwfETRQLY2qjckKev85Ar6LTENQ_aem_LHofx_J97dURVC13bQKybg","5","2","82.76.59.50","Mozilla/5.0 (Linux; Android 14; 22101316UG Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"857969","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","4","193.231.135.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"857978","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","3","193.231.135.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0"
"857990","Mobile","utm","fb","paid","120242128011110637","http://m.facebook.com/","https://www.ambilet.ro/bilete/when-violin-meets-guitar-metavivaldi-targoviste-855292/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEeHt_bjQ6PuVnh_HBqrkQ3Fjg4XaFrSFa1aT_fyoA6YDd5loKa408fVt5uko4_aem_WYBMelIxaF2Eu7_1uuPjrA&utm_medium=paid&utm_source=fb&utm_id=120242127387680637&utm_content=120242128011110637&utm_term=120242127387700637&utm_campaign=120242127387680637","2","4","78.97.117.231","Mozilla/5.0 (Linux; Android 16; SM-S938B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858018","Desktop","utm","fb","paid","120241632391410345",NULL,"https://www.ambilet.ro/bilete/rapunzel-teatru-copii-qfeel-sala-luceafarul-785205/?fbclid=IwVERTSAREMGBleHRuA2FlbQEwAGFkaWQBqy9BEuOruXNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHgW6ApdhNfBwbaO5wG39bUZmtV-DmVy7_SDJdCRsUbxrJipncYQt5AtJfbeP_aem_JWrjO9Z0vZI-yAwbvv0nYA&utm_source=fb&utm_medium=paid&utm_campaign=120241631993130345&utm_term=120241631993120345&utm_content=120241632391410345&utm_id=120241631993130345&sfnsn=wa","1","5","109.166.129.82","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0"
"858023","Mobile","referral","m.facebook.com","referral","/","http://m.facebook.com/","https://www.ambilet.ro/","1","5","86.107.68.230","Mozilla/5.0 (Linux; Android 16; SM-S921B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.166 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858026","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/suspecti-la-prima-vedere-853234/","https://www.ambilet.ro/bilete/suspecti-la-prima-vedere-853234/","2","2","2a02:2f04:a25:4900:817e:57dc:4f4f:e280","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1"
"858028","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/concerte/","1","3","178.138.35.182","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858031","Mobile","referral","lm.facebook.com","referral","/","https://lm.facebook.com/","https://www.ambilet.ro/bilete/cantec-soptit-tg-mures-826940/?fbclid=IwY2xjawRENghleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR4T4uKB-yKC0wpjpUxz0OIRcIK1dhd9tMpwPZ11JzkYpoZhVfOAj6OJ1xz6dQ_aem_-zsSiXwY85flq2PChilhNg","15","11","2a02:2f07:d50e:8b00:4983:68df:6e72:444c","Mozilla/5.0 (Linux; Android 14; SM-A725F Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858035","Mobile","utm","fb","paid","120245236889870131","http://m.facebook.com/","https://www.ambilet.ro/bilete/noi-vrem-sa-fim-trimbulinzi-timisoara-849613/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasyZ-e93NNzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR4DOEAl1MKaT6VbE8kB4ki1go80L1m_TdNtE81CFTpanklsZ3MY42GC6wuzWw_aem_ypRsyxYp-p8hoYgMokKMNQ&utm_medium=paid&utm_source=fb&utm_id=120245236889760131&utm_content=120245236889870131&utm_term=120245236889820131&utm_campaign=120245236889760131","1","4","86.126.140.73","Mozilla/5.0 (Linux; Android 16; 24030PN60G Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858039","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","3","2a02:2f05:8715:ad00:13a:184b:b07e:ad88","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1"
"858041","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","1","4","5.14.135.143","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"858044","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/oddland-mother-of-millions-ring-of-gyges-26-09-2026/","https://www.ambilet.ro/bilete/oddland-mother-of-millions-ring-of-gyges-26-09-2026/","1","2","2a02:2f0b:8105:1c00:cdc2:27ed:f746:3e87","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1"
"858049","Mobile","utm","fb","paid","120241632954210345","http://m.facebook.com/","https://www.ambilet.ro/qfeel/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvIwGVkclzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7Do4zkhX8v0pxNWcnw0tAOGcKRLTgEU7SsB4pgWb_DQi0OCgzxkM7av-Dhfg_aem__kQGnZA52MF5RtJewtqFKg&utm_medium=paid&utm_source=fb&utm_id=120239202811670345&utm_content=120241632954210345&utm_term=120239202811650345&utm_campaign=120239202811670345","2","12","185.53.196.69","Mozilla/5.0 (Linux; Android 16; SM-S901B Build/BP2A.250605.031.A3) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858053","Mobile","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/doomnezeu/","1","4","81.196.204.66","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"858057","Desktop","referral","l.facebook.com","referral","/","https://l.facebook.com/","https://www.ambilet.ro/bilete/dixit-swing-steps-bucharest-trocadero-blues-nights-828489/?fbclid=IwY2xjawREUFJleHRuA2FlbQIxMABicmlkETB2MW1ySmZSaTdxakZwRDhsc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHsn3_bZfJSyh5FQDL1B3JPePXozK-DC-l4MX46XnV4jHcSWKGgzfj99HQn8O_aem_xIuI7VewIxpBbCTmRH63Ig","1","2","85.186.64.111","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858062","Desktop","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/cantec-soptit-lupeni-827575/","https://www.ambilet.ro/checkout/","1","1","193.230.241.20","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858069","Mobile","utm","fb","paid","120245007453970131","http://m.facebook.com/","https://www.ambilet.ro/bilete/noi-vrem-sa-fim-trimbulinzi-baia-mare-849592/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasyW5ZX0ANzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR45kzguJ6VI_8MgNgsp-t-KZUfcZ3bGJ0R4FcDjCXkK4EE75vpfIC0anf0IFQ_aem_0W3gKkMzq98IJAUu-4lkDQ&utm_medium=paid&utm_source=fb&utm_id=120245007452840131&utm_content=120245007453970131&utm_term=120245007453230131&utm_campaign=120245007452840131","2","5","2a02:2f01:8004:f000:8d6f:57bf:8af1:4534","Mozilla/5.0 (Linux; Android 16; DNY-NX9 Build/HONORDNY-N39; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858077","Mobile","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/ssssst-silent-comedy-serban-borda-oradea-855277/","3","4","109.166.139.50","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"858085","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/when-violin-metavivaldi-ateneul-roman-769872/","1","4","85.120.166.148","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858094","Mobile","referral","lm.facebook.com","referral","/","https://lm.facebook.com/","https://www.ambilet.ro/bilete/cargo-music-for-autism-doors-constanta-781426/?fbclid=IwY2xjawREWRVleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7DBppWUUXoGtqWb_UCCmSNJXXsyvNdSLq7SOrzSJXqc5lX7cdgT8qKFVexBA_aem_ABpBW1I2LX3zODdaISv2hg","6","2","213.233.108.253","Mozilla/5.0 (Linux; Android 14; SM-S926B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.174 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/555.0.0.49.59;IABMV/1;]"
"858097","Mobile","utm","fb","paid","120241766600180345","https://www.ambilet.ro/bilete/pinocchio-qfeel-pitesti-848282/?fbclid=IwVERTSARAQiFleHRuA2FlbQEwAGFkaWQBqy9AyO9UCXNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHuunweUA9w54H7FG2MEUL0pRRhc3Nx4ImJeRW4vvR16oCDCMPhSKDNKrHIGE_aem_-b0PJZr1Fq9iVpVyaXitOw&utm_source=fb&utm_medium=paid&utm_campaign=120239602148900345&utm_term=120239602148910345&utm_content=120241766600180345&utm_id=120239602148900345&sfnsn=wa","https://www.ambilet.ro/bilete/pinocchio-qfeel-pitesti-848282/?fbclid=IwVERTSARAQiFleHRuA2FlbQEwAGFkaWQBqy9AyO9UCXNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHuunweUA9w54H7FG2MEUL0pRRhc3Nx4ImJeRW4vvR16oCDCMPhSKDNKrHIGE_aem_-b0PJZr1Fq9iVpVyaXitOw&utm_source=fb&utm_medium=paid&utm_campaign=120239602148900345&utm_term=120239602148910345&utm_content=120241766600180345&utm_id=120239602148900345&sfnsn=wa","1","3","2a02:2f02:8003:c200:2ba6:d8c0:a87d:d4fd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"858100","Desktop","utm","fb","paid","120241632391420345",NULL,"https://www.ambilet.ro/bilete/rapunzel-teatru-copii-qfeel-salaluceafarul-845570/?fbclid=IwVERTSARENWRleHRuA2FlbQEwAGFkaWQBqy9BEuUyWXNydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHuWryqUnYglQBKwePw4lnyOt5TNv1CVN9aWuUFkBBJI1DiW2LJACpBIE-5ag_aem_EyTx-1c-vnehuWfJXxjYfQ&utm_source=fb&utm_medium=paid&utm_campaign=120241631993130345&utm_term=120241631993210345&utm_content=120241632391420345&utm_id=120241631993130345&sfnsn=wa","1","4","2a02:2f04:167:1700:79bc:18a1:5b37:630b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858103","Desktop","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/suspecti-la-prima-vedere-853234/","1","3","2a02:2f04:8213:eb00:690a:d4e9:7409:887a","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858105","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/qfeel/","https://www.ambilet.ro/qfeel/","1","4","79.115.63.252","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1"
"858120","Mobile","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/sukar-nation-legend-pub-iasi-834794/","1","12","2a02:a58:965b:c100:26ca:1aaa:17fb:cc7e","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"858128","Mobile","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/bilete/wacken-warm-up-party-one-stage-one-party/","1","9","86.126.173.48","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"858131","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/galati/","1","4","5.2.208.17","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858133","Mobile","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/suspecti-la-prima-vedere-853234/","1","6","213.233.104.40","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"858135","Mobile","referral","m.facebook.com","referral","/","http://m.facebook.com/","https://www.ambilet.ro/bilete/festival-folk-saline-cacica-856794/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQKNjYyODU2ODM3OQABHjh-UtNPVDGw724KbRF-tyQnOOI8iGSbRbBLGLrkHMet2ppnkX7xeO_4Gk6J_aem_xxo8yozfjrPJwcnymkkzxw","1","2","109.166.136.99","Mozilla/5.0 (iPhone; CPU iPhone OS 26_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23C55 Safari/604.1 [FBAN/FBIOS;FBAV/555.0.0.36.63;FBBV/923840166;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/26.2;FBSS/3;FBID/phone;FBLC/ro_RO;FBOP/5;FBRV/932860499;IABMV/1]"
"858138","Desktop","referral","bing.com","referral","/","https://www.bing.com/","https://www.ambilet.ro/bilete/when-violin-meets-guitar-metavivaldi-iasi-792149/","1","3","92.81.176.96","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0"
"858150","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/dirty-shirt-sibiu-758530/","1","3","82.76.245.147","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"858152","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/qfeel/","https://www.ambilet.ro/qfeel/","2","39","93.122.249.244","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
