"wp_order_id","device_type","source_type","utm_source","utm_medium","utm_content","referrer","landing_page","session_count","session_pages","ip_address","user_agent"
"850844","Mobile","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/qfeel/","1","6","213.233.88.109","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"851112","Mobile","utm","fb","paid","120241632954340345","https://www.ambilet.ro/qfeel/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvQRGGjLlzcnRjBmFwcF9pZA80MDk5NjI2MjMwODU2MDkAAR4F1KtOi0wdPJ6lLKxk-nyYwNQiWvlgt6qWH_WyfHuxLyUkXt47Vb08kYxkMg_aem_NvLHP3Q9xjsue-gszvMOGQ&utm_medium=paid&utm_source=fb&utm_id=120239202811670345&utm_content=120241632954340345&utm_term=120239202811660345&utm_campaign=120239202811670345","https://www.ambilet.ro/qfeel/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvQRGGjLlzcnRjBmFwcF9pZA80MDk5NjI2MjMwODU2MDkAAR4F1KtOi0wdPJ6lLKxk-nyYwNQiWvlgt6qWH_WyfHuxLyUkXt47Vb08kYxkMg_aem_NvLHP3Q9xjsue-gszvMOGQ&utm_medium=paid&utm_source=fb&utm_id=120239202811670345&utm_content=120241632954340345&utm_term=120239202811660345&utm_campaign=120239202811670345","1","5","2a02:2f0b:ae05:2200:6fa7:4876:d562:c405","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
"851438","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/qfeel/","2","10","82.76.5.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"852118","Mobile","referral","instagram.com","referral","/","https://instagram.com/","https://www.ambilet.ro/qfeel/","1","6","81.196.21.178","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 421.1.6.39.52 (iPhone18,1; iOS 26_3_1; en_GB; en-GB; scale=3.00; 1206x2622; IABMV/1; 910922286) Safari/604.1"
"852442","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/qfeel/","https://www.ambilet.ro/qfeel/","1","4","46.97.171.1","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1"
"852740","Mobile","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/qfeel/","1","23","109.166.134.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"852762","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/bilete/rapunzel-teatru-copii-qfeel-sala-luceafarul-785205/","https://www.ambilet.ro/bilete/rapunzel-teatru-copii-qfeel-sala-luceafarul-785205/","1","12","5.13.253.222","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.151 Mobile/15E148 Safari/604.1"
"852821","Mobile","typein","(direct)",NULL,NULL,"https://www.ambilet.ro/","https://www.ambilet.ro/","1","4","109.166.137.237","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
"852928","Mobile","typein","(direct)",NULL,NULL,NULL,"https://www.ambilet.ro/qfeel/","1","13","82.76.173.30","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
"852991","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/qfeel/","3","8","81.196.3.240","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"853555","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/copii/","2","6","194.176.176.151","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
"853668","Mobile","utm","fb","paid","120241632954340345","https://www.ambilet.ro/qfeel/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvQRGGjLlzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeqSIlmj8UM7RVc2EpuLTY7edin5JfDlvqQagZzMew4NBQeAvwr-hBYcGRkA4_aem_kRBr4uCZi2jE7DUYjapbSg&utm_medium=paid&utm_source=fb&utm_id=120239202811670345&utm_content=120241632954340345&utm_term=120239202811660345&utm_campaign=120239202811670345","https://www.ambilet.ro/qfeel/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvQRGGjLlzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeqSIlmj8UM7RVc2EpuLTY7edin5JfDlvqQagZzMew4NBQeAvwr-hBYcGRkA4_aem_kRBr4uCZi2jE7DUYjapbSg&utm_medium=paid&utm_source=fb&utm_id=120239202811670345&utm_content=120241632954340345&utm_term=120239202811660345&utm_campaign=120239202811670345","1","12","213.233.110.17","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H320 Safari/604.1 [FBAN/FBIOS;FBAV/554.0.0.38.78;FBBV/917646558;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/18.7.6;FBSS/3;FBID/phone;FBLC/ro_RO;FBOP/5;FBRV/923375189;IABMV/1]"
"853687","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/qfeel/","1","11","165.225.200.190","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0"
"854163","Desktop","organic","google","organic",NULL,"https://www.google.com/","https://www.ambilet.ro/bilete/rapunzel-teatru-copii-qfeel-salaluceafarul-845570/","2","7","109.101.226.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
